acc,c0,c1,c2,c
0.7960330667360791,0.01419999999999999,0.052100000000000035,0.4367,0.0005466666666665287
0.7965614216236359,0.014900000000000024,0.06510000000000005,0.4455,0.0005733333333333146
0.7966239474860657,0.015000000000000013,0.06750000000000006,0.4476,0.0006333333333333746
0.7966239474860657,0.014000000000000012,0.054200000000000026,0.4346,0.0009333333333333971
0.7966239474860657,0.01429999999999998,0.049900000000000055,0.43879999999999997,0.0020199999999999663
0.7969968690312252,0.014499999999999957,0.06840000000000002,0.4423,0.0029000000000000137
0.7969968690312252,0.014499999999999957,0.04800000000000004,0.4406,0.0033333333333332993
0.7973939011531502,0.01429999999999998,0.07150000000000001,0.43920000000000003,0.005046666666666755
0.7973939011531502,0.014900000000000024,0.047700000000000076,0.4456,0.005259999999999987
0.7973939011531502,0.014599999999999946,0.04490000000000005,0.4436,0.005406666666666671
0.7976486993690531,0.01419999999999999,0.0736,0.4373,0.006419999999999981
0.7976486993690531,0.014900000000000024,0.042100000000000026,0.44630000000000003,0.007360000000000144
0.7980068095814414,0.01419999999999999,0.07840000000000003,0.43720000000000003,0.008053333333333301
0.7980068095814414,0.014100000000000001,0.07609999999999995,0.4348000000000001,0.008126666666666726
0.7980068095814414,0.015000000000000013,0.03980000000000006,0.4486,0.008933333333333349
0.7983014221109516,0.014000000000000012,0.07890000000000003,0.43210000000000004,0.009999999999999898
0.7983014221109516,0.015199999999999991,0.037900000000000045,0.4505,0.010279999999999956
0.7985053641056565,0.013700000000000045,0.08039999999999997,0.4306000000000001,0.011119999999999908
0.7985053641056565,0.01529999999999998,0.03590000000000004,0.4525,0.011653333333333404
0.79886288190237,0.01319999999999999,0.08310000000000001,0.42800000000000005,0.01308666666666658
0.79886288190237,0.015499999999999958,0.03309999999999991,0.45510000000000006,0.013533333333333342
0.7991230479566404,0.0131,0.08529999999999999,0.42600000000000005,0.014526666666666688
0.7991230479566404,0.016000000000000014,0.03300000000000003,0.4598,0.015333333333333421
0.7991230479566404,0.015800000000000036,0.029999999999999916,0.45810000000000006,0.015686666666666793
0.799483261833455,0.0131,0.0902,0.42600000000000005,0.016160000000000008
0.799483261833455,0.012700000000000045,0.08769999999999994,0.4237000000000001,0.016253333333333342
0.799762749923772,0.012700000000000045,0.0923,0.42390000000000005,0.017720000000000014
0.799762749923772,0.016000000000000014,0.026999999999999913,0.4610000000000001,0.017733333333333323
0.799762749923772,0.012599999999999945,0.09040000000000004,0.42110000000000003,0.018060000000000076
0.799762749923772,0.016100000000000003,0.024899999999999922,0.46310000000000007,0.01917333333333332
0.7999827533311279,0.012399999999999967,0.09230000000000005,0.4194,0.019340000000000024
0.7999827533311279,0.01639999999999997,0.02290000000000003,0.46499999999999997,0.020593333333333408
0.8002339112501091,0.012199999999999989,0.09439999999999993,0.4175000000000001,0.02075333333333329
0.8004416757178157,0.01200000000000001,0.09610000000000002,0.41590000000000005,0.02193333333333325
0.8004416757178157,0.016700000000000048,0.020199999999999996,0.4677,0.02251333333333333
0.8006409412936385,0.011800000000000033,0.09770000000000006,0.4143,0.02307999999999988
0.8008503602234176,0.011800000000000033,0.09959999999999997,0.4126000000000001,0.02427999999999997
0.8009385758927025,0.011900000000000022,0.10220000000000001,0.41490000000000005,0.024339999999999917
