acc,c0,c1,c2,c
0.7157252126256421,0.34650000000000003,0.03469999999999995,0.4479000000000001,0.07746666666666674
0.7575970104839644,0.11229999999999996,0.0,0.7693000000000001,0.08367333333333354
0.7615577845548411,0.10309999999999997,0.0,0.7548,0.09341333333333351
0.7615577845548411,0.2922,0.1269,0.3741,0.16176000000000018
0.7942846636743217,0.02939999999999998,9.999999999998899e-05,0.542,0.2036866666666668
0.7959712471626874,0.024599999999999955,9.999999999998899e-05,0.5186000000000001,0.21404666666666694
0.7967720023746911,0.02190000000000003,9.999999999998899e-05,0.506,0.21962000000000015
0.7967720023746911,0.24939999999999996,0.20689999999999997,0.31100000000000005,0.23228666666666686
0.7985010627385822,0.016700000000000048,0.000500000000000056,0.4678,0.2353266666666669
0.7987745804578396,0.01639999999999997,0.0029000000000000137,0.4656,0.23702000000000012
0.7989432707155257,0.01629999999999998,0.0044999999999999485,0.46420000000000006,0.23807333333333358
0.7991740326199315,0.016100000000000003,0.00649999999999995,0.46240000000000003,0.23944666666666692
0.799325226375905,0.016000000000000014,0.007899999999999907,0.4610000000000001,0.2404333333333335
0.7995729379527898,0.015800000000000036,0.010200000000000098,0.4589,0.24200666666666693
0.799829913410778,0.015700000000000047,0.012700000000000045,0.4565,0.24369333333333365
0.8005559868804312,0.016800000000000037,0.026700000000000057,0.4686,0.2437400000000003
0.8005559868804312,0.015499999999999958,0.014700000000000046,0.4545,0.24513333333333354
0.8009127027577394,0.01649999999999996,0.030000000000000027,0.4658,0.24593333333333356
0.8009127027577394,0.01529999999999998,0.017000000000000015,0.4525,0.24667333333333363
0.801072054147876,0.01629999999999998,0.031399999999999983,0.4646,0.24690666666666694
0.801338671332514,0.016100000000000003,0.03390000000000004,0.46240000000000003,0.24858000000000025
0.8015052050579226,0.016000000000000014,0.035499999999999976,0.4610000000000001,0.24963333333333348
0.8018038035690074,0.015800000000000036,0.0383,0.45830000000000004,0.25157333333333354
0.8021099874248534,0.015499999999999958,0.041100000000000025,0.4557,0.2535333333333336
0.8023767520682603,0.015499999999999958,0.04389999999999994,0.45330000000000004,0.25526666666666675
