acc,c0,c1,c
0.8043526228885179,0.016000000000000014,0.016000000000000014,5.551115123125783e-17
0.8043526228885179,0.014000000000000012,0.014200000000000101,0.0001000000000000445
0.8043526228885179,0.015499999999999958,0.015199999999999991,0.00014999999999998348
0.8044912053971089,0.017000000000000015,0.017299999999999982,0.000150000000000039
0.8045525573264526,0.018199999999999994,0.01859999999999995,0.00019999999999997797
0.8045525573264526,0.014599999999999946,0.01419999999999999,0.00019999999999997797
0.8045525573264526,0.012700000000000045,0.012299999999999978,0.000200000000000089
0.8045525573264526,0.016000000000000014,0.016599999999999948,0.00029999999999991145
0.8045525573264526,0.015199999999999991,0.015800000000000036,0.00029999999999996696
0.8045525573264526,0.014000000000000012,0.013400000000000079,0.00030000000000002247
0.8045525573264526,0.017000000000000015,0.01639999999999997,0.00030000000000002247
0.8045525573264526,0.014000000000000012,0.014700000000000046,0.00035000000000001696
0.8045525573264526,0.016100000000000003,0.015199999999999991,0.00045000000000000595
0.8045525573264526,0.012599999999999945,0.013500000000000068,0.000450000000000117
0.8045525573264526,0.014499999999999957,0.01550000000000007,0.000500000000000056
0.8045525573264526,0.012700000000000045,0.011599999999999944,0.0005500000000000504
0.8045525573264526,0.015199999999999991,0.01650000000000007,0.0006500000000000394
0.8045525573264526,0.012599999999999945,0.013900000000000023,0.000650000000000095
0.8045525573264526,0.017100000000000004,0.015799999999999925,0.000650000000000095
0.8045525573264526,0.014000000000000012,0.012600000000000056,0.0006999999999999784
0.8045525573264526,0.013800000000000034,0.015199999999999991,0.0006999999999999784
0.8045525573264526,0.015499999999999958,0.014100000000000001,0.0007000000000000339
0.8045525573264526,0.012700000000000045,0.011299999999999977,0.0007000000000000339
0.8045525573264526,0.016000000000000014,0.01749999999999996,0.0007499999999999729
0.8045525573264526,0.014700000000000046,0.0131,0.0008000000000000229
0.8046439797685624,0.017000000000000015,0.01869999999999994,0.0008499999999999619
0.8046439797685624,0.016100000000000003,0.014399999999999968,0.0008499999999999619
0.8046439797685624,0.013700000000000045,0.01550000000000007,0.0008999999999999564
0.8046439797685624,0.012700000000000045,0.010699999999999932,0.0010000000000000009
