acc,c0,c1,c2,c
0.7666540293456243,0.07350000000000001,0.0,0.7013,0.0014000000000000123
0.7752697421444166,0.05579999999999996,0.0,0.655,0.02229333333333322
0.786421573162732,0.033499999999999974,0.0,0.5725,0.060199999999999976
0.791159984503051,0.024700000000000055,9.999999999998899e-05,0.5189,0.08220666666666648
0.7918315579515669,0.022700000000000053,0.0001000000000000445,0.5109,0.08580666666666659
0.7929950228581133,0.020100000000000007,0.00029999999999996696,0.49340000000000006,0.09291999999999989
0.7939375439879514,0.01770000000000005,0.00029999999999996696,0.4758,0.09970666666666661
0.7942014688528468,0.017199999999999993,0.0015000000000000568,0.474,0.1011399999999999
0.7944347097895958,0.017100000000000004,0.0033999999999999586,0.4721000000000001,0.10245333333333329
0.7947022983797078,0.017000000000000015,0.005699999999999927,0.4701000000000001,0.1039333333333331
0.7950115476760886,0.016700000000000048,0.008099999999999996,0.4677,0.10567333333333317
0.7953353106236004,0.01639999999999997,0.010699999999999932,0.46530000000000005,0.10747999999999991
0.7953353106236004,0.26280000000000003,0.22309999999999997,0.3315,0.10789333333333323
0.7955507743768366,0.016199999999999992,0.012399999999999967,0.4636,0.10870666666666662
0.7958155211070006,0.016000000000000014,0.014600000000000057,0.4616,0.11019999999999991
0.7960496577909439,0.015900000000000025,0.01660000000000006,0.4597,0.11154666666666663
0.7963686287428586,0.015700000000000047,0.019299999999999984,0.45720000000000005,0.11337333333333327
0.7966670118511288,0.015499999999999958,0.02180000000000004,0.4548,0.11510000000000004
0.7969527715700693,0.01529999999999998,0.0242,0.4525,0.11675999999999992
0.7971876665906168,0.015199999999999991,0.02629999999999999,0.4507,0.11810666666666664
0.7973690061002322,0.015100000000000002,0.027900000000000036,0.44930000000000003,0.11915333333333322
0.797619278785024,0.015000000000000013,0.030100000000000016,0.44720000000000004,0.12063333333333326
0.7982101188879938,0.015499999999999958,0.04139999999999999,0.4546,0.12170000000000003
0.7982101188879938,0.014700000000000046,0.03200000000000003,0.4454,0.1220066666666666
0.7985541543037282,0.015199999999999991,0.044300000000000006,0.45200000000000007,0.12367333333333319
0.7987849094537522,0.015199999999999991,0.0464,0.45000000000000007,0.12503999999999993
0.7991112777395346,0.015000000000000013,0.04920000000000002,0.44730000000000003,0.12696666666666656
0.7993716701122939,0.014700000000000046,0.05130000000000001,0.44520000000000004,0.12850666666666655
0.7997931666051656,0.014499999999999957,0.05500000000000005,0.4416,0.13103333333333333
0.8000751537451118,0.01429999999999998,0.057499999999999996,0.4394,0.13269333333333333
0.8003137135156306,0.01419999999999999,0.059699999999999975,0.4375,0.13410666666666649
0.8005897340930834,0.014100000000000001,0.06220000000000003,0.43510000000000004,0.13578666666666656
0.8008612824480914,0.014000000000000012,0.06469999999999998,0.4328000000000001,0.13743333333333313
0.8010282197267382,0.013700000000000045,0.06600000000000006,0.4315,0.13843999999999984
0.8013387053990748,0.013299999999999979,0.0686,0.42900000000000005,0.14032666666666654
0.8015868798496446,0.0131,0.07079999999999997,0.42690000000000006,0.14185333333333322
0.8018127448481223,0.012900000000000023,0.07279999999999998,0.42500000000000004,0.14324666666666647
0.8020195848518121,0.012700000000000045,0.0746,0.4232,0.14453999999999995
0.8022683757730548,0.012599999999999945,0.07689999999999997,0.42090000000000005,0.14611999999999986
0.8024704600093834,0.012399999999999967,0.07869999999999999,0.4192,0.1473799999999999
0.8026614109447942,0.012199999999999989,0.08040000000000003,0.41759999999999997,0.14857333333333328
