acc,c
0.7466526701911135,8.326672684688674e-16
0.7505966527977999,0.014036183408450753
0.7546786686128882,0.02783171543646351
0.7586768021503338,0.04139337701196605
0.7622190169821652,0.05472740876022131
0.7656694754754196,0.06783957290178538
0.7688073301657188,0.08073520734443645
0.7720272578972043,0.09341927301695668
0.77546823253576,0.10589639534361517
0.778950080939194,0.11817090063153751
0.7823729965010076,0.13024684803530112
0.7856596708622825,0.14212805767118636
0.7884704988064233,0.15381813537502476
0.7912814770202268,0.1653204945304857
0.7939484263398033,0.17663837533718763
0.7963175050280804,0.18777486183873132
0.7985388349550857,0.19873289698844215
0.8008881461807487,0.2095152959941884
0.8029560911416962,0.22012475815229804
0.8053649879489753,0.23056387735353417
0.8075895316615982,0.24083515142072442
0.8095523188144902,0.25094099041742735
0.8118985452129974,0.2608837240495027
0.8139250655987278,0.27066560826626607
0.8154695297805601,0.28028883115471964
0.8170983811897279,0.2897555182088737
0.8187148797058765,0.29906773704619244
0.8203342647242629,0.3082275016344844
0.8218276437090699,0.3172367760849644
0.8233457767118144,0.32609747806056794
0.8246408158586529,0.3348114818427953
0.8258863423491005,0.34338062109527734
0.8269611460122983,0.351806691357792
0.8281461228382427,0.3600914523005453
0.8291354472029153,0.36823662976510996
0.8301603412813692,0.37624391761536724
0.8310905241093876,0.3841149794191622
0.8320245186365789,0.3918514499790243
0.8330382192000465,0.39945493672824706
0.8338706556567381,0.40692702100679323
0.8345998915127333,0.41426925922988994
0.8353435995109397,0.421483183960744
0.8360929820012502,0.42857030489755976
0.836742928895587,0.4355321097839232
0.8373817222058317,0.44237006525062883
0.8378938877232394,0.44908561759615245
0.8384774170997595,0.4556801935121986
0.8389396660032393,0.4621552007600588
0.8393908866414252,0.46851202880290976
0.8397344936522564,0.4747520493986356
0.840079096136005,0.4808766171572715
0.8403991109818432,0.4868870700667465
0.8407076486371945,0.49278472999020795
0.8410035271202814,0.49857090313788005
0.841194059060685,0.5042468805161029
0.8413730165765854,0.5098139383559239
0.8415246802983929,0.5152733385233832
0.8416376029221895,0.5206263289134067
0.8417171002791204,0.5258741438290444
0.8417802707851552,0.5310180043476088
0.8418128520086314,0.5360591186751238
0.8418255115346831,0.5403999034418735
0.8418255115346831,1.0
