trial_id,loss,accuracy,va,iteration,rp,time_this_iter_s,should_checkpoint,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,experiment_tag,config.lr,config.alpha
a787b_00000,44.96678813494447,0.7848690709183819,0.07903310877327147,50,0.20882683050180312,4.686441898345947,True,True,,,50,ad7d0cc68dc14198a04d4d8facc9df2c,2021-09-16_21-13-34,1631844814,71.21747779846191,50775,cengyuchendeMacBook-Pro.local,192.168.0.104,71.21747779846191,0,50,"0_alpha=0.001,lr=0.001",0.001,0.001
a787b_00001,43.9284175761234,0.7010386951031149,0.14425636071825682,50,0.1544982050258461,1.2963557243347168,True,True,,,50,ea816819058945a89add82fe70fedc2b,2021-09-16_21-15-13,1631844913,84.5634708404541,50773,cengyuchendeMacBook-Pro.local,192.168.0.104,84.5634708404541,0,50,"1_alpha=0.05,lr=0.001",0.001,0.05
a787b_00002,42.00023940460798,0.6518329568304664,0.1849559852216336,50,0.12612706710364552,1.7458229064941406,True,True,,,50,a2de099d47c74941a98f8e0cc1836cb1,2021-09-16_21-17-06,1631845026,93.63691997528076,50774,cengyuchendeMacBook-Pro.local,192.168.0.104,93.63691997528076,0,50,"2_alpha=0.08,lr=0.001",0.001,0.08
a787b_00003,40.424050187352144,0.6190690316748759,0.21134032505027023,50,0.11170362343947116,2.1986920833587646,True,True,,,50,82171602a65640d9b515bed0569a30af,2021-09-16_21-19-16,1631845156,114.95560598373413,50772,cengyuchendeMacBook-Pro.local,192.168.0.104,114.95560598373413,0,50,"3_alpha=0.1,lr=0.001",0.001,0.1
a787b_00004,31.892610654464846,0.5463501023853008,0.27821130112347114,50,0.06498245800947755,1.1440167427062988,True,True,,,50,9c46da38de30497996d3b3d83e57c979,2021-09-16_21-21-58,1631845318,126.38247179985046,50954,cengyuchendeMacBook-Pro.local,192.168.0.104,126.38247179985046,0,50,"4_alpha=0.2,lr=0.001",0.001,0.2
a787b_00005,14.658174487124548,0.5412239194200011,0.2833374840887708,50,0.020415916538386147,0.9343748092651367,True,True,,,50,68edcf1ed27e4882a331bbeab9847f0f,2021-09-16_21-23-05,1631845385,55.7172110080719,51011,cengyuchendeMacBook-Pro.local,192.168.0.104,55.7172110080719,0,50,"5_alpha=0.5,lr=0.001",0.001,0.5
a787b_00006,3.906725484646728,0.5412239194200011,0.2833374840887708,50,0.004442017800484366,2.9292569160461426,True,True,,,50,2c9fa8fa382f4e79bb67aa32aa6dfdbc,2021-09-16_21-24-47,1631845487,85.46718883514404,51036,cengyuchendeMacBook-Pro.local,192.168.0.104,85.46718883514404,0,50,"6_alpha=1,lr=0.001",0.001,1.0
a787b_00007,0.0605514512166668,0.5412239194200011,0.2833374840887708,50,1.8518449817594984e-05,0.9299490451812744,True,True,,,50,a00e1582fa274d74a54be9636a4c70ce,2021-09-16_21-26-39,1631845599,77.26439499855042,51092,cengyuchendeMacBook-Pro.local,192.168.0.104,77.26439499855042,0,50,"7_alpha=2,lr=0.001",0.001,2.0
a787b_00008,34.78240524043546,0.8737816065352177,0.0007532153680252507,20,0.16274301288489268,1.2475247383117676,True,True,,,20,f5f2569650b04c6baf0aa175fef7413c,2021-09-16_21-27-20,1631845640,24.907567739486694,51137,cengyuchendeMacBook-Pro.local,192.168.0.104,24.907567739486694,0,20,"8_alpha=0.001,lr=0.005",0.005,0.001
a787b_00009,30.997378909368283,0.8543313342624317,0.020735119751390696,20,0.21388203496976183,0.9447400569915771,True,True,,,20,cf7ec550941b41fbbdd77f1c36fcf86a,2021-09-16_21-28-01,1631845681,30.340948820114136,51155,cengyuchendeMacBook-Pro.local,192.168.0.104,30.340948820114136,0,20,"9_alpha=0.05,lr=0.005",0.005,0.05
