acc,c0,c1,c
0.799023643558172,0.024499999999999966,0.0013999999999999568,0.08844000000000002
0.7991496813587836,0.025599999999999956,0.00040000000000001146,0.08936000000000005
0.7992919068619532,0.025499999999999967,0.0008000000000000229,0.08996000000000004
0.7993411344499602,0.025499999999999967,0.0013000000000000234,0.09016000000000002
0.7994197850737762,0.02529999999999999,0.0018000000000000238,0.09048
0.7994197850737762,0.026599999999999957,0.0,0.09060000000000001
0.7994590666818848,0.02510000000000001,0.0019000000000000128,0.09064000000000005
0.7995308070789559,0.02510000000000001,0.002599999999999991,0.09093999999999997
0.7995601762089736,0.02510000000000001,0.0029000000000000137,0.09106000000000009
0.7995601762089736,0.026499999999999968,0.0014000000000000123,0.09121999999999997
0.7995601762089736,0.028000000000000025,0.00040000000000001146,0.09149999999999997
0.7995601762089736,0.02639999999999998,0.0020999999999999908,0.09155999999999997
0.7997099843839813,0.024900000000000033,0.0040999999999999925,0.09167999999999998
0.7997783559385426,0.024700000000000055,0.004500000000000004,0.09195999999999993
0.7997783559385426,0.02629999999999999,0.0030999999999999917,0.09201999999999999
0.7997783559385426,0.027900000000000036,0.0015999999999999903,0.09203999999999996
0.7998320213990089,0.024599999999999955,0.00489999999999996,0.09217999999999993
0.7998320213990089,0.02629999999999999,0.0041999999999999815,0.09245999999999999
0.7998320213990089,0.027599999999999958,0.0021999999999999797,0.09248
0.7999196983210768,0.024399999999999977,0.005500000000000005,0.09254000000000007
0.7999196983210768,0.0262,0.004500000000000004,0.09264000000000006
0.7999196983210768,0.0262,0.005099999999999993,0.09287999999999996
0.800007245677786,0.0242,0.006099999999999994,0.09289999999999998
0.800007245677786,0.02739999999999998,0.003400000000000014,0.09307999999999994
0.8000946928620487,0.0242,0.006999999999999951,0.09326000000000001
0.8000946928620487,0.026100000000000012,0.006099999999999994,0.09333999999999998
0.8000946928620487,0.02729999999999999,0.0040999999999999925,0.09342000000000006
0.80021916400784,0.023900000000000032,0.007800000000000029,0.09378000000000003
0.80021916400784,0.025900000000000034,0.007099999999999995,0.09389999999999998
0.80021916400784,0.027100000000000013,0.005099999999999993,0.09393999999999991
0.800330629101581,0.023599999999999954,0.008500000000000008,0.09424000000000005
0.8003935407579033,0.023499999999999965,0.009000000000000008,0.09449999999999997
0.8003935407579033,0.026800000000000046,0.006099999999999994,0.09455999999999998
0.8003935407579033,0.02849999999999997,0.005799999999999972,0.09479999999999994
0.8004757067636635,0.023399999999999976,0.009700000000000042,0.09484000000000009
0.8004757067636635,0.026800000000000046,0.007000000000000006,0.09492
0.8005046668120235,0.023399999999999976,0.010000000000000009,0.09495999999999999
0.8005046668120235,0.009199999999999986,0.013499999999999956,0.09526000000000007
0.8005046668120235,0.026699999999999946,0.007900000000000018,0.09538000000000013
0.8006187742536482,0.02310000000000001,0.010699999999999987,0.09543999999999997
0.800671742201965,0.02300000000000002,0.011099999999999999,0.09565999999999997
0.800671742201965,0.0252,0.01040000000000002,0.09567999999999999
0.800671742201965,0.026599999999999957,0.008699999999999986,0.09578000000000003
0.800671742201965,0.026499999999999968,0.010099999999999998,0.0964199999999999
0.8007333944307887,0.024900000000000033,0.01200000000000001,0.09651999999999988
0.8007333944307887,0.027599999999999958,0.009399999999999964,0.09681999999999996
0.8008262325063961,0.024800000000000044,0.012799999999999978,0.09689999999999993
0.800894555827078,0.024599999999999955,0.01319999999999999,0.09717999999999999
0.800894555827078,0.02629999999999999,0.011799999999999977,0.09721999999999992
0.800894555827078,0.02739999999999998,0.010499999999999954,0.09737999999999997
0.8009880621724808,0.024399999999999977,0.013799999999999979,0.09757999999999994
0.8009880621724808,0.02629999999999999,0.012799999999999978,0.09761999999999998
0.8009880621724808,0.02729999999999999,0.011299999999999977,0.09776000000000001
0.8009880621724808,0.0262,0.01319999999999999,0.09783999999999998
0.8010659242760738,0.024399999999999977,0.014600000000000002,0.09790000000000004
0.8010659242760738,0.027100000000000013,0.012199999999999989,0.09823999999999994
0.8012049118649565,0.0242,0.015699999999999992,0.09848000000000001
0.8012049118649565,0.025900000000000034,0.014999999999999958,0.09875999999999996
0.8012049118649565,0.026800000000000046,0.01319999999999999,0.09881999999999996
0.8013067992116342,0.023900000000000032,0.016300000000000037,0.09889999999999999
0.8013067992116342,0.026800000000000046,0.014100000000000001,0.09917999999999999
0.8013067992116342,0.025800000000000045,0.01599999999999996,0.09921999999999986
0.8014279638108421,0.023599999999999954,0.017100000000000004,0.09940000000000004
0.8014279638108421,0.026699999999999946,0.01479999999999998,0.09952000000000011
0.801484167861378,0.023499999999999965,0.017500000000000016,0.09964
0.801484167861378,0.025599999999999956,0.016700000000000048,0.09964000000000006
0.801484167861378,0.026599999999999957,0.015699999999999992,0.09993999999999997
0.8015856803506759,0.023399999999999976,0.018400000000000027,0.1000600000000001
0.8016272776430257,0.023399999999999976,0.018799999999999983,0.10024
0.8016272776430257,0.02639999999999998,0.01689999999999997,0.10054000000000002
0.8017285066058281,0.02310000000000001,0.019399999999999973,0.10065999999999997
0.8018037314491542,0.02300000000000002,0.019999999999999962,0.10097999999999996
0.8018758436746681,0.02290000000000003,0.020600000000000007,0.10127999999999993
0.8019911090540576,0.022700000000000053,0.021499999999999964,0.10175999999999985
0.8020582464127834,0.022499999999999964,0.021899999999999975,0.10204000000000002
0.8020582464127834,0.024599999999999955,0.02140000000000003,0.10211999999999999
0.8020582464127834,0.024399999999999977,0.02180000000000004,0.10240000000000005
0.8021492671968256,0.022399999999999975,0.022699999999999998,0.10241999999999996
0.8021492671968256,0.024399999999999977,0.02250000000000002,0.10268
0.8022288539953066,0.022399999999999975,0.023499999999999965,0.10275999999999991
0.8022718395363359,0.022299999999999986,0.023799999999999988,0.10293999999999998
0.8022718395363359,0.026800000000000046,0.02040000000000003,0.10313999999999995
0.8022718395363359,0.0242,0.023400000000000032,0.10317999999999994
0.8023815776878737,0.022199999999999998,0.02479999999999999,0.10339999999999999
0.8023815776878737,0.026800000000000046,0.02130000000000004,0.10349999999999998
0.8024387528115187,0.02200000000000002,0.025099999999999956,0.1036399999999999
0.8024387528115187,0.02400000000000002,0.024399999999999977,0.10371999999999998
0.8025386850006682,0.02190000000000003,0.025999999999999968,0.10405999999999987
0.8025386850006682,0.023599999999999954,0.0252,0.10427999999999998
0.8025957173675501,0.02190000000000003,0.026599999999999957,0.10429999999999989
0.8025957173675501,0.023499999999999965,0.02560000000000001,0.10449999999999998
0.8025957173675501,0.023399999999999976,0.02639999999999998,0.10488000000000003
0.8025957173675501,0.02639999999999998,0.024399999999999977,0.10501999999999995
0.8026409239852443,0.023399999999999976,0.02689999999999998,0.10509999999999997
0.8027545474049783,0.02310000000000001,0.027599999999999958,0.10557999999999995
0.8027545474049783,0.024900000000000033,0.027500000000000024,0.10571999999999998
0.8028295312275543,0.02300000000000002,0.028200000000000003,0.1059
0.8029352763669896,0.022800000000000042,0.029000000000000026,0.10633999999999999
0.8029352763669896,0.024399999999999977,0.029000000000000026,0.10661999999999999
0.8030265051496946,0.022700000000000053,0.02980000000000005,0.10671999999999993
0.803112797930887,0.022499999999999964,0.030400000000000038,0.10708000000000006
0.8031846389646337,0.022399999999999975,0.031000000000000028,0.10737999999999992
0.8032420251936523,0.022399999999999975,0.03160000000000002,0.10761999999999994
0.8033231944388209,0.022299999999999986,0.03230000000000005,0.10796000000000006
0.8033231944388209,0.023599999999999954,0.031799999999999995,0.10824
0.8034185845970413,0.02210000000000001,0.03300000000000003,0.1083599999999999
0.8034185845970413,0.023499999999999965,0.032399999999999984,0.10857999999999995
0.8035042877565252,0.02190000000000003,0.03360000000000002,0.10871999999999993
0.8035042877565252,0.023399999999999976,0.03319999999999995,0.10896
0.8035803793541317,0.02190000000000003,0.03440000000000004,0.10903999999999991
0.8036706100615822,0.02180000000000004,0.03520000000000001,0.10941999999999996
0.8037133229354183,0.021700000000000053,0.03550000000000003,0.10959999999999992
0.8037133229354183,0.02310000000000001,0.0343,0.10959999999999998
0.8037133229354183,0.02300000000000002,0.0348,0.10986000000000001
0.8037938545388816,0.021599999999999953,0.03620000000000001,0.10994000000000004
0.8038222475757317,0.021599999999999953,0.03650000000000003,0.11006000000000005
0.8038694990328517,0.021599999999999953,0.03700000000000003,0.11026000000000002
0.8038694990328517,0.022800000000000042,0.0358,0.11037999999999998
0.803940268809924,0.021499999999999964,0.03760000000000002,0.11055999999999999
0.803940268809924,0.022700000000000053,0.03650000000000003,0.11073999999999995
0.8040015404562547,0.021399999999999975,0.03810000000000002,0.11082000000000003
0.8040862681690821,0.021199999999999997,0.03870000000000001,0.11118000000000006
0.8040862681690821,0.022499999999999964,0.03739999999999999,0.1112200000000001
0.8040862681690821,0.022399999999999975,0.0378,0.11143999999999998
0.8041520853512926,0.021199999999999997,0.039400000000000046,0.11146
0.8041973143395515,0.021100000000000008,0.03970000000000001,0.11166000000000004
0.8041973143395515,0.022399999999999975,0.03839999999999999,0.11168
0.8042770197268013,0.02100000000000002,0.04039999999999999,0.11199999999999993
0.8042770197268013,0.022299999999999986,0.0393,0.11210000000000009
0.8042770197268013,0.02210000000000001,0.03989999999999999,0.11247999999999991
0.8043572250466334,0.02190000000000003,0.040600000000000025,0.11287999999999987
0.804423791298057,0.02190000000000003,0.0413,0.11315999999999993
0.804423791298057,0.023499999999999965,0.04039999999999999,0.11339999999999995
0.8045472287578777,0.021700000000000053,0.042300000000000004,0.11367999999999989
0.8045709227679804,0.021599999999999953,0.04239999999999999,0.11377999999999999
0.8045709227679804,0.023399999999999976,0.041800000000000004,0.11403999999999997
0.8046466914118466,0.021599999999999953,0.043200000000000016,0.11409999999999998
0.8046845133294249,0.021599999999999953,0.04359999999999997,0.11426000000000003
0.8047222853464179,0.021599999999999953,0.043999999999999984,0.11441999999999997
0.8048166012114724,0.021399999999999975,0.04470000000000002,0.11482000000000003
0.8048166012114724,0.02300000000000002,0.04319999999999996,0.1149
0.8049013561483409,0.021199999999999997,0.04530000000000001,0.11518000000000006
0.8049013561483409,0.022800000000000042,0.04419999999999996,0.11541999999999997
0.804967195785801,0.021199999999999997,0.045999999999999985,0.11546000000000001
0.8050215951367687,0.021100000000000008,0.0464,0.11569999999999997
0.8050215951367687,0.022700000000000053,0.044800000000000006,0.11571999999999993
0.805091938216015,0.02100000000000002,0.046999999999999986,0.11599999999999994
0.805091938216015,0.022399999999999975,0.045899999999999996,0.11635999999999991
0.8051809255641337,0.02090000000000003,0.04780000000000001,0.11637999999999998
0.8051809255641337,0.022399999999999975,0.04619999999999996,0.11647999999999992
0.8052781144632317,0.02080000000000004,0.04860000000000003,0.11681999999999992
0.8052781144632317,0.022299999999999986,0.0469,0.11682000000000003
0.8053388593661964,0.02070000000000005,0.04910000000000003,0.11707999999999996
0.8053388593661964,0.022199999999999998,0.04820000000000002,0.11744000000000004
0.8054303046046485,0.02059999999999995,0.049899999999999944,0.11748000000000008
0.8054303046046485,0.02200000000000002,0.04859999999999998,0.1177399999999999
0.8054890224931098,0.02059999999999995,0.05049999999999999,0.11774000000000007
0.8055169364788172,0.02059999999999995,0.050799999999999956,0.11786000000000008
0.8055169364788172,0.02190000000000003,0.04959999999999998,0.11821999999999988
0.8056173441639454,0.020499999999999963,0.05169999999999997,0.11830000000000002
0.8056173441639454,0.02190000000000003,0.05030000000000001,0.11849999999999994
0.8057037287596954,0.020299999999999985,0.05230000000000007,0.11868000000000001
0.8057037287596954,0.021700000000000053,0.05109999999999998,0.1189599999999999
0.8058224658847926,0.020199999999999996,0.05340000000000006,0.11920000000000003
0.8058687650433413,0.020199999999999996,0.0539,0.1194
0.8058687650433413,0.021599999999999953,0.05199999999999999,0.11942000000000003
0.8058687650433413,0.021599999999999953,0.05230000000000001,0.11954000000000004
0.8058687650433413,0.023399999999999976,0.05109999999999998,0.11961999999999995
0.8059427507465825,0.020199999999999996,0.054700000000000026,0.11972
0.8059427507465825,0.021599999999999953,0.052800000000000014,0.11974000000000001
0.8059427507465825,0.02310000000000001,0.05169999999999997,0.12003999999999992
0.8059427507465825,0.021499999999999964,0.05359999999999998,0.12011999999999995
0.8059427507465825,0.02300000000000002,0.05230000000000001,0.12033999999999989
0.8059427507465825,0.021399999999999975,0.05399999999999999,0.12034000000000006
