,loss,accuracy,disp,iteration,time_this_iter_s,should_checkpoint,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id
0,72.94059896469115,0.5938381306802359,0.0,5,3.168091297149658,True,False,,,1,9404debcc8854a15ac1df87a9f778be9,2021-09-10_02-57-08,1631242628,3.168091297149658,3750,5732687df13c,172.28.0.2,3.168091297149658,0,1,c6f8f_00048
1,68.70062446594238,0.5938381306802359,0.0,10,1.2203421592712402,True,False,,,2,9404debcc8854a15ac1df87a9f778be9,2021-09-10_02-57-09,1631242629,4.3884334564208975,3750,5732687df13c,172.28.0.2,4.3884334564208975,0,2,c6f8f_00048
2,68.12607479095459,0.5938381306802359,0.0,15,1.0224697589874268,True,False,,,3,9404debcc8854a15ac1df87a9f778be9,2021-09-10_02-57-10,1631242630,5.410903215408325,3750,5732687df13c,172.28.0.2,5.410903215408325,0,3,c6f8f_00048
3,68.2143235206604,0.5938381306802359,0.0,20,1.0605783462524414,True,False,,,4,9404debcc8854a15ac1df87a9f778be9,2021-09-10_02-57-11,1631242631,6.4714815616607675,3750,5732687df13c,172.28.0.2,6.4714815616607675,0,4,c6f8f_00048
4,68.34072923660278,0.5938381306802359,0.0,25,1.0635263919830322,True,False,,,5,9404debcc8854a15ac1df87a9f778be9,2021-09-10_02-57-12,1631242632,7.535007953643799,3750,5732687df13c,172.28.0.2,7.535007953643799,0,5,c6f8f_00048
5,68.42650747299193,0.5938381306802359,0.0,30,1.1285803318023682,True,False,,,6,9404debcc8854a15ac1df87a9f778be9,2021-09-10_02-57-13,1631242633,8.663588285446169,3750,5732687df13c,172.28.0.2,8.663588285446169,0,6,c6f8f_00048
6,68.48254823684692,0.5938381306802359,0.0,35,1.104413986206055,True,False,,,7,9404debcc8854a15ac1df87a9f778be9,2021-09-10_02-57-14,1631242634,9.768002271652223,3750,5732687df13c,172.28.0.2,9.768002271652223,0,7,c6f8f_00048
7,68.52213668823242,0.5938381306802359,0.0,40,1.0824189186096191,True,False,,,8,9404debcc8854a15ac1df87a9f778be9,2021-09-10_02-57-15,1631242635,10.85042119026184,3750,5732687df13c,172.28.0.2,10.85042119026184,0,8,c6f8f_00048
8,68.55033206939697,0.5938381306802359,0.0,45,1.0691046714782717,True,False,,,9,9404debcc8854a15ac1df87a9f778be9,2021-09-10_02-57-16,1631242636,11.919525861740112,3750,5732687df13c,172.28.0.2,11.919525861740112,0,9,c6f8f_00048
9,68.57043790817261,0.5938381306802359,0.0,50,1.087324142456055,True,False,,,10,9404debcc8854a15ac1df87a9f778be9,2021-09-10_02-57-18,1631242638,13.006850004196167,3750,5732687df13c,172.28.0.2,13.006850004196167,0,10,c6f8f_00048
10,68.58474159240723,0.5938381306802359,0.0,55,1.0907657146453855,True,False,,,11,9404debcc8854a15ac1df87a9f778be9,2021-09-10_02-57-19,1631242639,14.097615718841553,3750,5732687df13c,172.28.0.2,14.097615718841553,0,11,c6f8f_00048
11,68.59497117996216,0.5938381306802359,0.0,60,1.158639669418335,True,False,,,12,9404debcc8854a15ac1df87a9f778be9,2021-09-10_02-57-20,1631242640,15.256255388259888,3750,5732687df13c,172.28.0.2,15.256255388259888,0,12,c6f8f_00048
12,68.60232210159303,0.5938381306802359,0.0,65,1.0384848117828371,True,False,,,13,9404debcc8854a15ac1df87a9f778be9,2021-09-10_02-57-21,1631242641,16.294740200042725,3750,5732687df13c,172.28.0.2,16.294740200042725,0,13,c6f8f_00048
13,68.60769033432007,0.5938381306802359,0.0,70,1.1164259910583496,True,False,,,14,9404debcc8854a15ac1df87a9f778be9,2021-09-10_02-57-22,1631242642,17.411166191101074,3750,5732687df13c,172.28.0.2,17.411166191101074,0,14,c6f8f_00048
14,68.61166906356812,0.5938381306802359,0.0,75,1.0904910564422607,True,False,,,15,9404debcc8854a15ac1df87a9f778be9,2021-09-10_02-57-23,1631242643,18.50165724754333,3750,5732687df13c,172.28.0.2,18.50165724754333,0,15,c6f8f_00048
15,68.61465883255005,0.5938381306802359,0.0,80,1.1119847297668457,True,False,,,16,9404debcc8854a15ac1df87a9f778be9,2021-09-10_02-57-24,1631242644,19.61364197731018,3750,5732687df13c,172.28.0.2,19.61364197731018,0,16,c6f8f_00048
16,68.61694145202637,0.5938381306802359,0.0,85,1.1636192798614502,True,False,,,17,9404debcc8854a15ac1df87a9f778be9,2021-09-10_02-57-25,1631242645,20.777261257171627,3750,5732687df13c,172.28.0.2,20.777261257171627,0,17,c6f8f_00048
17,68.61870574951172,0.5938381306802359,0.0,90,1.063892841339111,True,False,,,18,9404debcc8854a15ac1df87a9f778be9,2021-09-10_02-57-26,1631242646,21.841154098510746,3750,5732687df13c,172.28.0.2,21.841154098510746,0,18,c6f8f_00048
18,68.62008714675903,0.5938381306802359,0.0,95,1.1379516124725342,True,False,,,19,9404debcc8854a15ac1df87a9f778be9,2021-09-10_02-57-28,1631242648,22.97910571098328,3750,5732687df13c,172.28.0.2,22.97910571098328,0,19,c6f8f_00048
19,68.62117624282837,0.5938381306802359,0.0,100,1.1048316955566406,True,False,,,20,9404debcc8854a15ac1df87a9f778be9,2021-09-10_02-57-29,1631242649,24.08393740653992,3750,5732687df13c,172.28.0.2,24.08393740653992,0,20,c6f8f_00048
20,68.62204456329346,0.5938381306802359,0.0,105,1.0770535469055176,True,False,,,21,9404debcc8854a15ac1df87a9f778be9,2021-09-10_02-57-30,1631242650,25.160990953445435,3750,5732687df13c,172.28.0.2,25.160990953445435,0,21,c6f8f_00048
21,68.62274265289307,0.5938381306802359,0.0,110,1.146083116531372,True,False,,,22,9404debcc8854a15ac1df87a9f778be9,2021-09-10_02-57-31,1631242651,26.307074069976807,3750,5732687df13c,172.28.0.2,26.307074069976807,0,22,c6f8f_00048
22,68.6233024597168,0.5938381306802359,0.0,115,1.15431547164917,True,False,,,23,9404debcc8854a15ac1df87a9f778be9,2021-09-10_02-57-32,1631242652,27.461389541625977,3750,5732687df13c,172.28.0.2,27.461389541625977,0,23,c6f8f_00048
23,68.62375879287721,0.5938381306802359,0.0,120,1.1024842262268066,True,False,,,24,9404debcc8854a15ac1df87a9f778be9,2021-09-10_02-57-33,1631242653,28.563873767852783,3750,5732687df13c,172.28.0.2,28.563873767852783,0,24,c6f8f_00048
24,68.62412786483765,0.5938381306802359,0.0,125,1.0830998420715332,True,False,,,25,9404debcc8854a15ac1df87a9f778be9,2021-09-10_02-57-34,1631242654,29.64697360992432,3750,5732687df13c,172.28.0.2,29.64697360992432,0,25,c6f8f_00048
25,68.62442874908447,0.5938381306802359,0.0,130,1.068244695663452,True,False,,,26,9404debcc8854a15ac1df87a9f778be9,2021-09-10_02-57-35,1631242655,30.71521830558777,3750,5732687df13c,172.28.0.2,30.71521830558777,0,26,c6f8f_00048
26,68.62467098236084,0.5938381306802359,0.0,135,1.1272861957550049,True,False,,,27,9404debcc8854a15ac1df87a9f778be9,2021-09-10_02-57-36,1631242656,31.84250450134277,3750,5732687df13c,172.28.0.2,31.84250450134277,0,27,c6f8f_00048
27,68.62486886978151,0.5938381306802359,0.0,140,1.1117393970489502,True,False,,,28,9404debcc8854a15ac1df87a9f778be9,2021-09-10_02-57-37,1631242657,32.95424389839173,3750,5732687df13c,172.28.0.2,32.95424389839173,0,28,c6f8f_00048
28,68.62503147125244,0.5938381306802359,0.0,145,1.1211614608764648,True,False,,,29,9404debcc8854a15ac1df87a9f778be9,2021-09-10_02-57-39,1631242659,34.075405359268196,3750,5732687df13c,172.28.0.2,34.075405359268196,0,29,c6f8f_00048
29,68.62516164779663,0.5938381306802359,0.0,150,1.1486337184906006,True,False,,,30,9404debcc8854a15ac1df87a9f778be9,2021-09-10_02-57-40,1631242660,35.22403907775879,3750,5732687df13c,172.28.0.2,35.22403907775879,0,30,c6f8f_00048
30,68.62526416778564,0.5938381306802359,0.0,155,1.0697884559631348,True,False,,,31,9404debcc8854a15ac1df87a9f778be9,2021-09-10_02-57-41,1631242661,36.293827533721924,3750,5732687df13c,172.28.0.2,36.293827533721924,0,31,c6f8f_00048
31,68.62534475326538,0.5938381306802359,0.0,160,1.0974793434143066,True,False,,,32,9404debcc8854a15ac1df87a9f778be9,2021-09-10_02-57-42,1631242662,37.39130687713622,3750,5732687df13c,172.28.0.2,37.39130687713622,0,32,c6f8f_00048
32,68.62541055679321,0.5938381306802359,0.0,165,1.0869197845458984,True,False,,,33,9404debcc8854a15ac1df87a9f778be9,2021-09-10_02-57-43,1631242663,38.478226661682136,3750,5732687df13c,172.28.0.2,38.478226661682136,0,33,c6f8f_00048
33,68.62546014785768,0.5938381306802359,0.0,170,1.1226813793182373,True,False,,,34,9404debcc8854a15ac1df87a9f778be9,2021-09-10_02-57-44,1631242664,39.600908041000366,3750,5732687df13c,172.28.0.2,39.600908041000366,0,34,c6f8f_00048
34,68.62549495697021,0.5938381306802359,0.0,175,1.0638253688812256,True,False,,,35,9404debcc8854a15ac1df87a9f778be9,2021-09-10_02-57-45,1631242665,40.66473340988159,3750,5732687df13c,172.28.0.2,40.66473340988159,0,35,c6f8f_00048
35,68.62551975250244,0.5938381306802359,0.0,180,1.0930888652801514,True,False,,,36,9404debcc8854a15ac1df87a9f778be9,2021-09-10_02-57-46,1631242666,41.75782227516174,3750,5732687df13c,172.28.0.2,41.75782227516174,0,36,c6f8f_00048
36,68.62553358078003,0.5938381306802359,0.0,185,1.0517959594726562,True,False,,,37,9404debcc8854a15ac1df87a9f778be9,2021-09-10_02-57-47,1631242667,42.8096182346344,3750,5732687df13c,172.28.0.2,42.8096182346344,0,37,c6f8f_00048
37,68.62554311752321,0.5938381306802359,0.0,190,1.0572855472564695,True,False,,,38,9404debcc8854a15ac1df87a9f778be9,2021-09-10_02-57-48,1631242668,43.86690378189087,3750,5732687df13c,172.28.0.2,43.86690378189087,0,38,c6f8f_00048
38,68.62554216384889,0.5938381306802359,0.0,195,1.0396931171417236,True,False,,,39,9404debcc8854a15ac1df87a9f778be9,2021-09-10_02-57-49,1631242669,44.90659689903259,3750,5732687df13c,172.28.0.2,44.90659689903259,0,39,c6f8f_00048
39,68.62553834915161,0.5938381306802359,0.0,200,1.100755214691162,True,False,,,40,9404debcc8854a15ac1df87a9f778be9,2021-09-10_02-57-51,1631242671,46.007352113723755,3750,5732687df13c,172.28.0.2,46.007352113723755,0,40,c6f8f_00048
40,68.6255292892456,0.5938381306802359,0.0,205,1.091630220413208,True,False,,,41,9404debcc8854a15ac1df87a9f778be9,2021-09-10_02-57-52,1631242672,47.09898233413696,3750,5732687df13c,172.28.0.2,47.09898233413696,0,41,c6f8f_00048
41,68.62551593780518,0.5938381306802359,0.0,210,1.153019666671753,True,False,,,42,9404debcc8854a15ac1df87a9f778be9,2021-09-10_02-57-53,1631242673,48.252002000808716,3750,5732687df13c,172.28.0.2,48.252002000808716,0,42,c6f8f_00048
