acc,c0,c1,c
0.7989917379485043,0.041100000000000025,9.999999999998899e-05,0.2163
0.7990601774515491,0.041100000000000025,0.0008999999999999564,0.21654
0.7991427934665405,0.04090000000000005,0.0013999999999999568,0.2168299999999999
0.7992915928074638,0.04069999999999996,0.002599999999999991,0.21741000000000005
0.7992915928074638,0.042100000000000026,0.0,0.21797000000000005
0.7994682475955501,0.0403,0.003699999999999981,0.21806000000000003
0.7995193341196258,0.0403,0.004300000000000026,0.21824
0.7995193341196258,0.04200000000000004,0.0009000000000000119,0.21835
0.7996355571026192,0.040100000000000025,0.005199999999999982,0.21865
0.7996355571026192,0.04169999999999996,0.0020000000000000018,0.21889000000000008
0.7997884674309053,0.03979999999999995,0.006300000000000028,0.21919
0.7997884674309053,0.04159999999999997,0.0028000000000000247,0.21920000000000012
0.7998737980861235,0.03959999999999997,0.006799999999999973,0.21952000000000005
0.7998737980861235,0.04290000000000005,0.0,0.21969
0.7998737980861235,0.041100000000000025,0.006000000000000005,0.22059000000000012
0.7999888622591296,0.04069999999999996,0.008399999999999963,0.2217099999999999
0.7999888622591296,0.042100000000000026,0.006000000000000005,0.22217000000000003
0.7999888622591296,0.043200000000000016,0.0025000000000000022,0.22238999999999998
0.8001823915941053,0.0403,0.009700000000000042,0.22242000000000006
0.8002505470967882,0.0403,0.01050000000000001,0.22266000000000008
0.8003216767136934,0.0403,0.011300000000000032,0.22294000000000008
0.8003216767136934,0.04159999999999997,0.008199999999999985,0.22318
0.8003216767136934,0.04290000000000005,0.005100000000000049,0.22341999999999995
0.8005029827239807,0.03990000000000005,0.012500000000000011,0.22357999999999995
0.8005029827239807,0.04139999999999999,0.009099999999999997,0.22362999999999994
0.8006051034481185,0.03969999999999996,0.01319999999999999,0.22397000000000006
0.800757974514366,0.03949999999999998,0.014499999999999957,0.22453999999999996
0.800757974514366,0.041100000000000025,0.012199999999999989,0.22476999999999997
0.8008624224305183,0.03939999999999999,0.015499999999999958,0.22491000000000005
0.800972387177423,0.039100000000000024,0.016100000000000003,0.22529999999999994
