acc,c
0.8234416466204545,0.2678941736453595
0.8234416466204545,0.27050785198105676
0.8234416466204545,0.27306234104150384
0.8245645914375597,0.2737462442959418
0.8245645914375597,0.275558368433352
0.8245645914375597,0.276359922631639
0.8245645914375597,0.27799665887470393
0.8245645914375597,0.27891441169208586
0.8258252842252927,0.27947196847981726
0.8258252842252927,0.28037793402518807
0.8258252842252927,0.28141043908393426
0.8258252842252927,0.2820856468155145
0.8258252842252927,0.28270291234839084
0.8258252842252927,0.28384872952528617
0.8258252842252927,0.2846401358759615
0.8258252842252927,0.28497230900440207
0.8270258568073521,0.2850761616870399
0.8270258568073521,0.2862300046757702
0.8270258568073521,0.28713616326780966
0.8270258568073521,0.287186835770438
0.8270258568073521,0.28768984002273723
0.8270258568073521,0.288554982998973
0.8270258568073521,0.2893472009877054
0.8270258568073521,0.2895744537091617
0.8270258568073521,0.2902443290831842
0.8281258017500381,0.29056322083610553
0.8281258017500381,0.2908243796549843
0.8281258017500381,0.2914541095328578
0.8281258017500381,0.29195572885964577
0.8281258017500381,0.2927403564750325
0.8281258017500381,0.29303890642102015
0.8281258017500381,0.2931768991718028
0.8281258017500381,0.2935082628125635
0.8281258017500381,0.2942807071828485
0.8281258017500381,0.2951786469163844
0.8281258017500381,0.29519927163828763
0.8281258017500381,0.29551035877986886
0.8281258017500381,0.29573138823224987
0.8290813405636814,0.29593717305005435
0.8290813405636814,0.2965501038388597
0.8290813405636814,0.29730618018344
0.8290813405636814,0.2974610919711992
0.8290813405636814,0.29755992206686843
0.8290813405636814,0.29822741562409794
0.8290813405636814,0.29855085138575166
0.8290813405636814,0.29876463060489566
0.8290813405636814,0.2993603334631456
0.8290813405636814,0.29936115356297366
0.8290813405636814,0.2998849003900713
0.8290813405636814,0.30066570606544996
0.8290813405636814,0.30092499582216303
0.8290813405636814,0.3011053404461987
0.830060597931687,0.30120171802652174
0.830060597931687,0.3012112314469666
0.830060597931687,0.301362429430451
0.830060597931687,0.30215429704608254
0.830060597931687,0.3030120103236747
0.830060597931687,0.3030319043673154
0.830060597931687,0.30304698121593404
0.830060597931687,0.30331316262178143
0.830060597931687,0.3036013678380468
0.830060597931687,0.3038153963622189
0.830060597931687,0.3043688238121185
0.830060597931687,0.3047641718130898
0.830060597931687,0.3050860576470211
0.830060597931687,0.3052132242135559
0.830060597931687,0.3053719595391369
0.830060597931687,0.3060396582793987
0.8309339715597206,0.3063602649204581
0.8309339715597206,0.30636988542266597
0.8309339715597206,0.3064683945824085
0.8309339715597206,0.30652918902938586
0.8309339715597206,0.3070633020975486
0.8309339715597206,0.3070881536143265
0.8309339715597206,0.3076413561951481
0.8309339715597206,0.30812535449035056
0.8309339715597206,0.3084209334298831
0.8309339715597206,0.30863609757453825
0.8309339715597206,0.30886408097425677
0.8309339715597206,0.30886591281451414
0.8309339715597206,0.3089739432561554
0.8309339715597206,0.30903888680565705
0.8309339715597206,0.30973572474789846
0.8309339715597206,0.30985588296118394
0.8309339715597206,0.31061624246367203
0.8309339715597206,0.31069025085424395
0.8309339715597206,0.31074591175308564
0.8309339715597206,0.3109389483974313
0.8309339715597206,0.3113001760954176
0.8309339715597206,0.31130420325586605
0.831802366585356,0.3114159645160201
0.831802366585356,0.3115284323166023
0.831802366585356,0.3120162481784514
0.831802366585356,0.3123204652329906
0.831802366585356,0.31269234682154934
0.831802366585356,0.31278902628142424
0.831802366585356,0.3128193769962766
0.831802366585356,0.31301530840909686
0.831802366585356,0.31368547840635025
0.831802366585356,0.31397742514093263
0.831802366585356,0.31402445970845067
0.831802366585356,0.3140296428517175
0.831802366585356,0.3141231567236038
0.831802366585356,0.31429399384725853
0.831802366585356,0.31458980515813234
0.831802366585356,0.31464308001287966
0.831802366585356,0.3152298351751328
0.831802366585356,0.3155877953984807
0.831802366585356,0.3157246912062479
0.831802366585356,0.3160104567295531
0.831802366585356,0.3161773100033095
0.831802366585356,0.31634196664754755
0.8326206885252072,0.3163717373454751
0.8326206885252072,0.31646275014980263
0.8326206885252072,0.31654314160465413
0.8326206885252072,0.3165841319121644
0.8326206885252072,0.31711213203788924
0.8326206885252072,0.31715224674599984
0.8326206885252072,0.31739020039240023
0.8326206885252072,0.31804618941686624
0.8326206885252072,0.3181794059706149
0.8326206885252072,0.3182798533855642
0.8326206885252072,0.31839321948864696
0.8326206885252072,0.3184569779781615
0.8326206885252072,0.31867144764685884
0.8326206885252072,0.31884402530028666
0.8326206885252072,0.3189854156811722
0.8326206885252072,0.31908015930401257
0.8326206885252072,0.3194971089375527
0.8326206885252072,0.3197031493248082
0.8326206885252072,0.3197598896190982
0.8326206885252072,0.3201301391619453
0.8326206885252072,0.32014606449784083
0.8326206885252072,0.3201939983653551
0.8326206885252072,0.32049438015160026
0.8326206885252072,0.32102152681521123
0.8326206885252072,0.3211690036234895
0.8334280927256569,0.32123029831374716
0.8334280927256569,0.3213135195823561
0.8334280927256569,0.3215184497453647
0.8334280927256569,0.3215399047416194
0.8334280927256569,0.32155126221725827
0.8334280927256569,0.32157676185683015
0.8334280927256569,0.32194615985477026
0.8334280927256569,0.3220302007537196
0.8334280927256569,0.32224254901358196
0.8334280927256569,0.3226547453688675
0.8334280927256569,0.32287797092987536
0.8334280927256569,0.32296420268847137
0.8334280927256569,0.3234236156100486
0.8334280927256569,0.3234384002795007
0.8334280927256569,0.32355335818456366
0.8334280927256569,0.32365038262408896
0.8334280927256569,0.3238439766494443
0.8334280927256569,0.3238802786377125
0.8334280927256569,0.32389972489584873
0.8334280927256569,0.32403593213346754
0.8334280927256569,0.32430904862874377
0.8334280927256569,0.32439717183073447
0.8334280927256569,0.3245653863344976
0.8334280927256569,0.3247616539140202
0.8334280927256569,0.325307342532031
0.8334280927256569,0.3255040913758941
0.8334280927256569,0.3256119602696804
0.8334280927256569,0.3256529270455367
0.8334280927256569,0.32566852166896404
0.8334280927256569,0.3256810575144205
0.8334280927256569,0.3258717886817165
0.8342257066883147,0.32599417830405136
0.8342257066883147,0.3262247032190514
0.8342257066883147,0.3263984657098915
0.8342257066883147,0.3264742225748194
0.8342257066883147,0.32673368330310293
0.8342257066883147,0.3268158071937256
0.8342257066883147,0.32687359746579325
0.8342257066883147,0.32691771278957893
0.8342257066883147,0.32730248604070566
0.8342257066883147,0.32740415296766845
0.8342257066883147,0.32743321900383593
0.8342257066883147,0.32776153463265273
0.8342257066883147,0.327813292262804
0.8342257066883147,0.328094619664164
0.8342257066883147,0.3284821641370981
0.8342257066883147,0.32849409987506284
0.8342257066883147,0.32860785663974856
0.8342257066883147,0.3286899268723469
0.8342257066883147,0.3287527413078247
0.8342257066883147,0.328817903161031
0.8342257066883147,0.32885549772530365
0.8342257066883147,0.3288944931017397
0.8342257066883147,0.3291374417731545
0.8342257066883147,0.3292542308516614
0.8342257066883147,0.3292756862606307
0.8342257066883147,0.3297079718401985
0.8342257066883147,0.3299202008079565
0.8342257066883147,0.3300013650379572
0.8342257066883147,0.3300347728126193
0.8342257066883147,0.33041745698507974
0.8342257066883147,0.3306278982787634
0.8350360959202174,0.3306657431701734
0.8350360959202174,0.3307086266410987
0.8350360959202174,0.33076863635236153
0.8350360959202174,0.33079440168109636
0.8350360959202174,0.33105500972836954
0.8350360959202174,0.33116234570019554
0.8350360959202174,0.3311804760485065
0.8350360959202174,0.33133278354309154
0.8350360959202174,0.3313376844535559
0.8350360959202174,0.33147598188893906
0.8350360959202174,0.3315131969683587
0.8350360959202174,0.3315205923195461
0.8350360959202174,0.3319743540876619
0.8350360959202174,0.33236454940706706
0.8350360959202174,0.33240477193864437
0.8350360959202174,0.332585753953685
0.8350360959202174,0.3325993216496689
0.8350360959202174,0.33266869794413584
0.8350360959202174,0.3328071712177846
0.8350360959202174,0.33286899185836605
0.8350360959202174,0.3329066792479284
0.8350360959202174,0.3331826432233511
0.8350360959202174,0.33327942150587053
0.8350360959202174,0.33344987270451765
0.8350360959202174,0.3336136052832349
0.8350360959202174,0.3336583730920438
0.8350360959202174,0.3337140586935756
0.8350360959202174,0.33382034384803966
0.8350360959202174,0.33396817329913353
0.8350360959202174,0.33396922328616363
0.8350360959202174,0.33397645005496757
0.8350360959202174,0.3342941200795697
0.8350360959202174,0.33451139398710344
0.8350360959202174,0.3345187758281287
0.8350360959202174,0.33460481195840697
0.8350360959202174,0.33472184307202213
0.8350360959202174,0.33497590040351855
0.8350360959202174,0.3350014104445064
0.8357780287109475,0.33524721046207995
0.8357780287109475,0.3354443660589549
0.8357780287109475,0.33548842418702274
0.8357780287109475,0.33556004249078053
0.8357780287109475,0.3356389660198421
0.8357780287109475,0.3356643994705536
0.8357780287109475,0.33583391056631773
0.8357780287109475,0.3359271832462979
0.8357780287109475,0.3360390370167785
0.8357780287109475,0.33606378133403236
0.8357780287109475,0.33609666353339573
0.8357780287109475,0.33614318116895536
0.8357780287109475,0.3361683538950454
0.8357780287109475,0.3363195547048368
0.8357780287109475,0.3364799689293456
0.8357780287109475,0.33694187766077865
0.8357780287109475,0.3369630410380047
0.8357780287109475,0.33703005368322403
0.8357780287109475,0.33724631650342174
0.8357780287109475,0.3373652676189406
0.8357780287109475,0.33777872415259325
0.8357780287109475,0.33782476468782097
0.8357780287109475,0.33782724483807236
0.8357780287109475,0.3378608887977773
0.8357780287109475,0.33807171619425225
0.8357780287109475,0.3382035148568916
0.8357780287109475,0.3382166200576492
0.8357780287109475,0.3383084336727897
0.8357780287109475,0.3383114781375607
0.8357780287109475,0.3383299379581659
0.8357780287109475,0.33839373839699394
0.8357780287109475,0.3384779386838799
0.8357780287109475,0.3390321496505295
0.8357780287109475,0.33903471387393325
0.8357780287109475,0.33933932946711054
0.8357780287109475,0.3393431755001124
0.8357780287109475,0.3394245370552623
0.8357780287109475,0.339677322722065
0.8364656295083592,0.33974066418185467
0.8364656295083592,0.3397759389635706
0.8364656295083592,0.33978117922863504
0.8364656295083592,0.33982024394971555
0.8364656295083592,0.3399316732329735
0.8364656295083592,0.34033053614228254
0.8364656295083592,0.3404153778582242
0.8364656295083592,0.3405229604388256
0.8364656295083592,0.34057391372260437
0.8364656295083592,0.3406056036517289
0.8364656295083592,0.34076822839951776
0.8364656295083592,0.34080291700708265
0.8364656295083592,0.3408623764009714
0.8364656295083592,0.34098288284185996
0.8364656295083592,0.34112602516890755
0.8364656295083592,0.34128576667465615
0.8364656295083592,0.3412964367095372
0.8364656295083592,0.3414328988715127
0.8364656295083592,0.3414781015987731
0.8364656295083592,0.3417473743761782
0.8364656295083592,0.3419158519846146
0.8364656295083592,0.34198582651267895
0.8364656295083592,0.342205693113221
0.8364656295083592,0.3423369932519534
